Núm. venta,Fecha,Patrón,Categoría,Dificultad,Tamaño,Núm. ovillos,Precio (€),Precio venta patrón (€),País,Sexo,Edad
1330,16/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,13.65,5.0,Nicaragua,Hombre,30
1331,09/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,24.94,5.0,China,Mujer,25
1332,07/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,12.88,5.0,Cuba,Hombre,29
1333,02/04/2024,Oso panda,Llavero,Baja,Pequeño,2,45.04,3.5,Honduras,Mujer,22
1334,02/06/2024,Oso panda,Llavero,Baja,Pequeño,2,37.68,3.5,Francia,Hombre,24
1335,04/12/2024,Oso panda,Llavero,Baja,Pequeño,2,6.8,3.5,Guatemala,Hombre,58
1336,10/01/2024,Oso corazón,Amor,Media,Mediano,4,28.08,5.0,Corea del Sur,Mujer,48
1337,01/05/2024,Oso corazón,Amor,Media,Mediano,4,49.15,5.0,Bolivia,Mujer,40
1338,01/12/2024,Oso panda,Llavero,Baja,Pequeño,2,36.42,3.5,Panamá,Hombre,18
1339,06/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,10.98,5.0,República Dominicana,Mujer,69
1340,27/04/2024,Oso navideño,Navidad,Media,Mediano,4,42.25,5.0,Nicaragua,Mujer,52
1341,21/10/2024,Oso panda,Llavero,Baja,Pequeño,2,49.18,3.5,El Salvador,Hombre,55
1342,23/07/2024,Oso panda,Llavero,Baja,Pequeño,2,23.17,3.5,Nicaragua,Hombre,37
1343,21/09/2024,Oso navideño,Navidad,Media,Mediano,4,23.72,5.0,España,Mujer,40
1344,14/06/2024,Oso panda,Llavero,Baja,Pequeño,2,20.95,3.5,Honduras,Hombre,64
1345,22/04/2024,Oso navideño,Navidad,Media,Mediano,4,19.62,5.0,Bolivia,Mujer,24
1346,11/12/2024,Oso corazón,Amor,Media,Mediano,4,15.31,5.0,Ecuador,Hombre,48
1347,16/07/2024,Papa Noel,Navidad,Alta,Grande,7,26.64,7.5,China,Hombre,58
1348,16/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,9.24,5.0,Bolivia,Mujer,22
1349,08/01/2024,Oso corazón,Amor,Media,Mediano,4,30.56,5.0,Ecuador,Mujer,61
1350,26/07/2024,Oso panda,Llavero,Baja,Pequeño,2,21.05,3.5,Cuba,Mujer,30
1351,18/06/2024,Oso panda,Llavero,Baja,Pequeño,2,33.09,3.5,Guatemala,Mujer,20
1352,23/03/2024,Oso panda,Llavero,Baja,Pequeño,2,10.2,3.5,Perú,Hombre,
1353,20/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,45.74,5.0,Perú,Mujer,19
1354,23/01/2024,Oso navideño,Navidad,Media,Mediano,4,9.86,5.0,El Salvador,Hombre,44
1355,08/12/2024,Oso panda,Llavero,Baja,Pequeño,2,16.85,3.5,Ecuador,Mujer,49
1356,19/05/2024,Oso navideño,Navidad,Media,Mediano,4,13.76,5.0,Ecuador,Mujer,70
1357,08/10/2024,Oso panda,Llavero,Baja,Pequeño,2,49.26,3.5,Bolivia,Mujer,32
1358,19/04/2024,Oso navideño,Navidad,Media,Mediano,4,25.62,5.0,Uruguay,Hombre,49
1359,16/02/2024,Oso corazón,Amor,Media,Mediano,4,34.61,5.0,Ecuador,Hombre,27
1360,26/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,25.16,5.0,Corea del Sur,Hombre,48
1361,28/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,34.12,5.0,Nicaragua,Mujer,24
1362,19/06/2024,Oso navideño,Navidad,Media,Mediano,4,26.52,5.0,Nicaragua,Hombre,26
1363,09/01/2024,Oso navideño,Navidad,Media,Mediano,4,8.73,5.0,Cuba,Hombre,50
1364,15/10/2024,Oso corazón,Amor,Media,Mediano,4,32.56,5.0,Canadá,Mujer,18
1365,01/08/2024,Oso panda,Llavero,Baja,Pequeño,2,5.32,3.5,El Salvador,Hombre,46
1366,20/06/2024,Gnomo,Otoño,Media,Mediano,5,6.84,5.0,Francia,Hombre,31
1367,07/09/2024,Oso corazón,Amor,Media,Mediano,4,40.45,5.0,Nicaragua,Mujer,64
1368,24/05/2024,Oso corazón,Amor,Media,Mediano,4,34.47,5.0,Panamá,Mujer,66
1369,24/08/2024,Oso corazón,Amor,Media,Mediano,4,18.94,5.0,El Salvador,Hombre,42
1370,23/08/2024,Oso panda,Llavero,Baja,Pequeño,2,42.5,3.5,Guatemala,Hombre,28
1371,11/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,35.46,5.0,India,Mujer,47
1372,09/04/2024,Rana,Llavero,Baja,Pequeño,1,33.73,3.5,Italia,Hombre,32
1373,11/09/2024,Oso navideño,Navidad,Media,Mediano,4,40.64,5.0,Venezuela,Mujer,43
1374,26/11/2024,Oso navideño,Navidad,Media,Mediano,4,12.87,5.0,Guatemala,Mujer,27
1375,16/01/2024,Oso navideño,Navidad,Media,Mediano,4,20.97,5.0,Panamá,Hombre,61
1376,20/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,34.44,5.0,Guatemala,Hombre,24
1377,25/03/2024,Oso navideño,Navidad,Media,Mediano,4,26.45,5.0,Cuba,Hombre,40
1378,23/10/2024,Gnomo,Otoño,Media,Mediano,5,26.23,5.0,Cuba,Hombre,46
1379,17/05/2024,Oso navideño,Navidad,Media,Mediano,4,17.81,5.0,Nigeria,Mujer,45
1380,24/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,40.51,5.0,España,Mujer,21
1381,15/11/2024,Oso navideño,Navidad,Media,Mediano,4,19.03,5.0,España,Mujer,54
1382,27/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,9.04,5.0,Italia,Mujer,21
1383,04/06/2024,Oso corazón,Amor,Media,Mediano,4,19.18,5.0,Uruguay,Hombre,52
1384,20/01/2024,Oso corazón,Amor,Media,Mediano,4,32.13,5.0,República Dominicana,Mujer,41
1385,17/10/2024,Oso navideño,Navidad,Media,Mediano,4,21.49,5.0,Ecuador,Hombre,42
1386,28/12/2024,Oso corazón,Amor,Media,Mediano,4,5.04,5.0,Ecuador,Mujer,29
1387,12/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,38.65,5.0,Honduras,Mujer,58
1388,19/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,11.21,5.0,Honduras,Mujer,43
1389,18/02/2024,Oso corazón,Amor,Media,Mediano,4,41.85,5.0,Argentina,Hombre,44
1390,21/12/2024,Oso panda,Llavero,Baja,Pequeño,2,40.59,3.5,Honduras,Mujer,37
1391,09/11/2024,Oso panda,Llavero,Baja,Pequeño,2,34.32,3.5,China,Mujer,49
1392,01/03/2024,Oso panda,Llavero,Baja,Pequeño,2,35.41,3.5,Bolivia,Hombre,69
1393,10/03/2024,Oso navideño,Navidad,Media,Mediano,4,36.61,5.0,Ecuador,Mujer,31
1394,27/05/2024,Oso corazón,Amor,Media,Mediano,4,15.95,5.0,Cuba,Mujer,27
1395,02/03/2024,Oso navideño,Navidad,Media,Mediano,4,34.45,5.0,España,Hombre,51
1396,10/07/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,44.92,5.0,Chile,Mujer,49
1397,23/10/2024,Cupido,Amor,Alta,Mediano,6,42.15,5.0,Chile,Hombre,60
1398,11/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,7.21,5.0,República Dominicana,Hombre,26
1399,02/01/2024,Oso panda,Llavero,Baja,Pequeño,2,44.82,3.5,Noruega,Mujer,69
1400,13/07/2024,Oso panda,Llavero,Baja,Pequeño,2,30.78,3.5,Paraguay,Mujer,69
1401,14/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,47.92,5.0,Perú,Mujer,20
1402,23/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,11.7,5.0,Chile,Mujer,55
1403,27/07/2024,Rana,Llavero,Baja,Pequeño,1,9.81,3.5,Bolivia,Mujer,57
1404,01/11/2024,Oso panda,Llavero,Baja,Pequeño,2,23.76,3.5,República Dominicana,Mujer,65
1405,07/11/2024,Oso corazón,Amor,Media,Mediano,4,29.37,5.0,Nicaragua,Mujer,28
1406,22/08/2024,Gnomo,Otoño,Media,Mediano,5,10.92,5.0,Paraguay,Mujer,41
1407,15/04/2024,Oso navideño,Navidad,Media,Mediano,4,36.28,5.0,Cuba,Mujer,30
1408,23/07/2024,Oso corazón,Amor,Media,Mediano,4,32.22,5.0,República Dominicana,Mujer,48
1409,10/12/2024,Oso corazón,Amor,Media,Mediano,4,43.66,5.0,Brasil,Mujer,37
1410,27/08/2024,Oso corazón,Amor,Media,Mediano,4,22.75,5.0,México,Hombre,63
1411,15/08/2024,Oso navideño,Navidad,Media,Mediano,4,21.88,5.0,Cuba,Mujer,52
1412,02/10/2024,Oso navideño,Navidad,Media,Mediano,4,23.54,5.0,Guatemala,Mujer,29
1413,13/07/2024,Oso navideño,Navidad,Media,Mediano,4,10.33,5.0,Perú,Hombre,40
1414,13/10/2024,Papa Noel,Navidad,Alta,Grande,7,12.34,7.5,España,Mujer,42
1415,01/11/2024,Oso navideño,Navidad,Media,Mediano,4,13.49,5.0,Bolivia,Mujer,35
1416,18/07/2024,Oso panda,Llavero,Baja,Pequeño,2,40.47,3.5,Guatemala,Mujer,65
1417,05/05/2024,Cupido,Amor,Alta,Mediano,6,25.19,5.0,Ecuador,Mujer,44
1418,24/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,28.68,5.0,Costa Rica,Hombre,
1419,22/09/2024,Rana,Llavero,Baja,Pequeño,1,46.59,3.5,España,Mujer,31
1420,15/06/2024,Oso panda,Llavero,Baja,Pequeño,2,47.59,3.5,Colombia,Hombre,35
1421,02/02/2024,Papa Noel,Navidad,Alta,Grande,7,34.85,7.5,República Dominicana,Mujer,47
1422,15/04/2024,Oso navideño,Navidad,Media,Mediano,4,26.93,5.0,España,Hombre,31
1423,01/03/2024,Oso corazón,Amor,Media,Mediano,4,19.52,5.0,Costa Rica,Mujer,49
1424,27/11/2024,Oso panda,Llavero,Baja,Pequeño,2,34.8,3.5,Venezuela,Hombre,26
1425,27/01/2024,Oso panda,Llavero,Baja,Pequeño,2,21.99,3.5,Chile,Hombre,41
1426,01/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,7.52,5.0,Ecuador,Mujer,59
1427,15/10/2024,Oso panda,Llavero,Baja,Pequeño,2,18.37,3.5,Argentina,Mujer,51
1428,25/05/2024,Oso panda,Llavero,Baja,Pequeño,2,19.73,3.5,México,Mujer,24
1429,04/12/2024,Oso corazón,Amor,Media,Mediano,4,17.52,5.0,España,Mujer,18
1430,27/08/2024,Oso navideño,Navidad,Media,Mediano,4,17.19,5.0,Bolivia,Mujer,52
1431,19/02/2024,Oso corazón,Amor,Media,Mediano,4,46.09,5.0,El Salvador,Hombre,18
1432,21/03/2024,Cupido,Amor,Alta,Mediano,6,27.67,5.0,Guatemala,Hombre,64
1433,06/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,5.81,5.0,México,Mujer,33
1434,20/10/2024,Oso corazón,Amor,Media,Mediano,4,14.9,5.0,Portugal,Mujer,33
1435,20/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,16.17,5.0,El Salvador,Hombre,30
1436,06/07/2024,Cupido,Amor,Alta,Mediano,6,8.93,5.0,Chile,Mujer,
1437,27/12/2024,Oso panda,Llavero,Baja,Pequeño,2,27.43,3.5,Paraguay,Hombre,59
1438,06/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,42.16,5.0,Nicaragua,Mujer,47
1439,02/05/2024,Oso panda,Llavero,Baja,Pequeño,2,37.27,3.5,Honduras,Hombre,65
1440,10/12/2024,Oso panda,Llavero,Baja,Pequeño,2,6.63,3.5,Uruguay,Hombre,27
1441,17/09/2024,Oso corazón,Amor,Media,Mediano,4,7.89,5.0,Colombia,Mujer,63
1442,26/12/2024,Rana,Llavero,Baja,Pequeño,1,27.83,3.5,Portugal,Mujer,58
1443,07/04/2024,Oso panda,Llavero,Baja,Pequeño,2,21.44,3.5,Bolivia,Mujer,44
1444,15/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,24.41,5.0,Panamá,Hombre,63
1445,16/08/2024,Oso panda,Llavero,Baja,Pequeño,2,18.31,3.5,Noruega,Hombre,46
1446,01/07/2024,Cupido,Amor,Alta,Mediano,6,43.57,5.0,España,Mujer,43
1447,21/04/2024,Oso navideño,Navidad,Media,Mediano,4,29.13,5.0,Nicaragua,Hombre,34
1448,05/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,18.07,5.0,Ecuador,Mujer,53
1449,02/10/2024,Gnomo,Otoño,Media,Mediano,5,28.74,5.0,Estados Unidos,Hombre,60
1450,03/01/2024,Oso navideño,Navidad,Media,Mediano,4,48.7,5.0,Paraguay,Hombre,32
1451,18/02/2024,Oso navideño,Navidad,Media,Mediano,4,48.31,5.0,Ecuador,Mujer,32
1452,15/04/2024,Gnomo,Otoño,Media,Mediano,5,23.91,5.0,Costa Rica,Hombre,63
1453,24/05/2024,Oso corazón,Amor,Media,Mediano,4,15.28,5.0,España,Mujer,51
1454,25/06/2024,Oso panda,Llavero,Baja,Pequeño,2,37.59,3.5,Panamá,Hombre,21
1455,06/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,41.41,5.0,Bolivia,Mujer,48
1456,05/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,15.41,5.0,Venezuela,Mujer,68
1457,25/03/2024,Oso panda,Llavero,Baja,Pequeño,2,18.74,3.5,Brasil,Mujer,66
1458,09/11/2024,Oso panda,Llavero,Baja,Pequeño,2,14.53,3.5,Reino Unido,Mujer,19
1459,18/09/2024,Papa Noel,Navidad,Alta,Grande,7,37.58,7.5,Chile,Mujer,68
1460,12/05/2024,Papa Noel,Navidad,Alta,Grande,7,32.61,7.5,Noruega,Hombre,52
1461,27/09/2024,Oso panda,Llavero,Baja,Pequeño,2,47.53,3.5,Costa Rica,Hombre,47
1462,18/02/2024,Cupido,Amor,Alta,Mediano,6,47.3,5.0,Suecia,Mujer,26
1463,16/12/2024,Oso navideño,Navidad,Media,Mediano,4,42.54,5.0,Uruguay,Mujer,62
1464,22/05/2024,Oso corazón,Amor,Media,Mediano,4,24.7,5.0,Honduras,Mujer,35
1465,18/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,32.24,5.0,Venezuela,Hombre,22
1466,18/08/2024,Oso corazón,Amor,Media,Mediano,4,26.83,5.0,Bolivia,Hombre,??
1467,20/10/2024,Oso panda,Llavero,Baja,Pequeño,2,34.45,3.5,Chile,Mujer,61
1468,09/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,9.0,5.0,Ecuador,Mujer,60
1469,23/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,32.61,5.0,Perú,Hombre,47
1470,23/03/2024,Gnomo,Otoño,Media,Mediano,5,32.33,5.0,Reino Unido,Mujer,23
1471,03/07/2024,Oso panda,Llavero,Baja,Pequeño,2,46.77,3.5,El Salvador,Mujer,33
1472,21/03/2024,Oso navideño,Navidad,Media,Mediano,4,6.86,5.0,Portugal,Mujer,59
1473,22/10/2024,Oso panda,Llavero,Baja,Pequeño,2,6.12,3.5,Alemania,Hombre,44
1474,21/05/2024,Oso panda,Llavero,Baja,Pequeño,2,14.25,3.5,Nicaragua,Hombre,58
1475,09/10/2024,Oso navideño,Navidad,Media,Mediano,4,46.39,5.0,El Salvador,Mujer,63
1476,02/08/2024,Oso navideño,Navidad,Media,Mediano,4,48.3,5.0,Nicaragua,Mujer,22
1477,15/01/2024,Oso panda,Llavero,Baja,Pequeño,2,46.1,3.5,Bolivia,Hombre,65
1478,19/07/2024,Oso panda,Llavero,Baja,Pequeño,2,28.21,3.5,Honduras,Hombre,19
1479,10/02/2024,Oso navideño,Navidad,Media,Mediano,4,42.36,5.0,República Dominicana,Hombre,54
1480,03/05/2024,Oso corazón,Amor,Media,Mediano,4,14.23,5.0,Venezuela,Hombre,32
1481,26/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,35.55,5.0,Colombia,Mujer,69
1482,03/01/2024,Oso navideño,Navidad,Media,Mediano,4,10.58,5.0,Panamá,Mujer,35
1483,09/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,14.77,5.0,Panamá,Mujer,46
1484,02/02/2024,Oso corazón,Amor,Media,Mediano,4,11.05,5.0,Panamá,Mujer,26
1485,19/11/2024,Oso corazón,Amor,Media,Mediano,4,12.56,5.0,Bolivia,Mujer,23
1486,27/12/2024,Oso panda,Llavero,Baja,Pequeño,2,49.15,3.5,Australia,Mujer,52
1487,17/05/2024,Oso corazón,Amor,Media,Mediano,4,35.73,5.0,Paraguay,Mujer,58
1488,16/11/2024,Oso navideño,Navidad,Media,Mediano,4,36.35,5.0,Ecuador,Mujer,47
1489,17/12/2024,Oso panda,Llavero,Baja,Pequeño,2,19.0,3.5,Costa Rica,Mujer,46
1490,11/09/2024,Oso panda,Llavero,Baja,Pequeño,2,12.0,3.5,Paraguay,Hombre,22
1491,09/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,34.71,5.0,Honduras,Hombre,57
1492,11/04/2024,Oso navideño,Navidad,Media,Mediano,4,24.94,5.0,Bolivia,Mujer,35
1493,28/06/2024,Cupido,Amor,Alta,Mediano,6,31.68,5.0,Guatemala,Mujer,65
1494,14/09/2024,Oso panda,Llavero,Baja,Pequeño,2,42.14,3.5,Argentina,Hombre,24
1495,28/07/2024,Oso corazón,Amor,Media,Mediano,4,45.87,5.0,Venezuela,Mujer,55
1496,02/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,36.54,5.0,Panamá,Mujer,23
1497,14/11/2024,Oso panda,Llavero,Baja,Pequeño,2,7.15,3.5,Cuba,Mujer,59
1498,22/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,39.03,5.0,Guatemala,Hombre,27
1499,15/12/2024,Oso navideño,Navidad,Media,Mediano,4,26.99,5.0,Venezuela,Mujer,69
1500,12/11/2024,Oso corazón,Amor,Media,Mediano,4,42.75,5.0,Bolivia,Hombre,67
1501,06/02/2024,Oso navideño,Navidad,Media,Mediano,4,38.99,5.0,El Salvador,Mujer,66
1502,06/02/2024,Rana,Llavero,Baja,Pequeño,1,12.1,3.5,Uruguay,Hombre,70
1503,04/05/2024,Gnomo,Otoño,Media,Mediano,5,30.21,5.0,República Dominicana,Mujer,31
1504,12/01/2024,Oso navideño,Navidad,Media,Mediano,4,11.57,5.0,Nicaragua,Mujer,70
1505,25/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,15.19,5.0,Bolivia,Mujer,46
1506,09/07/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,44.66,5.0,Panamá,Mujer,27
1507,26/03/2024,Oso corazón,Amor,Media,Mediano,4,31.25,5.0,Colombia,Mujer,52
1508,08/07/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,27.94,5.0,China,Hombre,48
1509,25/01/2024,Oso panda,Llavero,Baja,Pequeño,2,37.61,3.5,Costa Rica,Hombre,24
1510,23/06/2024,Oso navideño,Navidad,Media,Mediano,4,38.84,5.0,Panamá,Hombre,32
1511,09/02/2024,Oso navideño,Navidad,Media,Mediano,4,18.61,5.0,Bolivia,Mujer,48
1512,03/12/2024,Oso panda,Llavero,Baja,Pequeño,2,33.83,3.5,Honduras,Mujer,50
1513,03/01/2024,Oso panda,Llavero,Baja,Pequeño,2,28.36,3.5,Venezuela,Mujer,39
1514,24/02/2024,Oso navideño,Navidad,Media,Mediano,4,28.35,5.0,España,Mujer,68
1515,03/10/2024,Oso navideño,Navidad,Media,Mediano,4,8.11,5.0,Honduras,Mujer,43
1516,07/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,43.66,5.0,Uruguay,Hombre,55
1517,21/02/2024,Oso navideño,Navidad,Media,Mediano,4,15.22,5.0,Colombia,Hombre,63
1518,08/11/2024,Papa Noel,Navidad,Alta,Grande,7,45.0,7.5,México,Hombre,64
1519,10/03/2024,Oso panda,Llavero,Baja,Pequeño,2,36.81,3.5,Ecuador,Mujer,50
1520,15/10/2024,Rana,Llavero,Baja,Pequeño,1,33.17,3.5,Perú,Mujer,37
1521,25/07/2024,Oso corazón,Amor,Media,Mediano,4,7.9,5.0,España,Mujer,36
1522,12/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,6.76,5.0,El Salvador,Mujer,53
1523,08/09/2024,Oso panda,Llavero,Baja,Pequeño,2,13.12,3.5,México,Mujer,41
1524,26/04/2024,Oso navideño,Navidad,Media,Mediano,4,39.78,5.0,Panamá,Mujer,60
1525,26/05/2024,Oso panda,Llavero,Baja,Pequeño,2,9.6,3.5,Bolivia,Hombre,43
1526,07/05/2024,Oso corazón,Amor,Media,Mediano,4,14.65,5.0,España,Hombre,
1527,03/11/2024,Oso panda,Llavero,Baja,Pequeño,2,38.31,3.5,El Salvador,Hombre,43
1528,03/10/2024,Cupido,Amor,Alta,Mediano,6,8.41,5.0,España,Mujer,33
1529,09/04/2024,Oso navideño,Navidad,Media,Mediano,4,31.78,5.0,México,Mujer,66
1530,14/01/2024,Oso navideño,Navidad,Media,Mediano,4,24.92,5.0,Argentina,Mujer,58
1531,24/07/2024,Oso navideño,Navidad,Media,Mediano,4,46.99,5.0,Uruguay,Mujer,32
1532,10/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,9.34,5.0,Portugal,Hombre,24
1533,04/04/2024,Oso corazón,Amor,Media,Mediano,4,40.81,5.0,República Dominicana,Mujer,50
1534,02/11/2024,Oso navideño,Navidad,Media,Mediano,4,17.2,5.0,Bolivia,Mujer,31
1535,09/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,47.67,5.0,Canadá,Mujer,58
1536,01/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,31.56,5.0,Costa Rica,Mujer,22
1537,01/06/2024,Oso corazón,Amor,Media,Mediano,4,22.07,5.0,Costa Rica,Hombre,37
1538,14/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,44.34,5.0,Nicaragua,Hombre,57
1539,15/10/2024,Oso panda,Llavero,Baja,Pequeño,2,27.77,3.5,Estados Unidos,Hombre,43
1540,15/08/2024,Oso panda,Llavero,Baja,Pequeño,2,27.74,3.5,Chile,Mujer,45
1541,20/01/2024,Oso panda,Llavero,Baja,Pequeño,2,36.39,3.5,Cuba,Mujer,43
1542,12/04/2024,Oso navideño,Navidad,Media,Mediano,4,43.11,5.0,Sudáfrica,Hombre,31
1543,15/07/2024,Oso navideño,Navidad,Media,Mediano,4,30.62,5.0,España,Mujer,52
1544,06/12/2024,Rana,Llavero,Baja,Pequeño,1,8.61,3.5,Sudáfrica,Mujer,39
1545,22/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,25.03,5.0,Chile,Hombre,27
1546,06/12/2024,Oso panda,Llavero,Baja,Pequeño,2,44.1,3.5,Reino Unido,Mujer,32
1547,01/07/2024,Oso panda,Llavero,Baja,Pequeño,2,44.62,3.5,Perú,Mujer,49
1548,03/12/2024,Oso corazón,Amor,Media,Mediano,4,34.56,5.0,México,Mujer,43
1549,25/02/2024,Oso navideño,Navidad,Media,Mediano,4,13.95,5.0,Australia,Mujer,48
1550,24/08/2024,Oso panda,Llavero,Baja,Pequeño,2,37.55,3.5,Canadá,Hombre,66
1551,12/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,6.62,5.0,Cuba,Mujer,63
1552,18/08/2024,Oso panda,Llavero,Baja,Pequeño,2,25.31,3.5,República Dominicana,Mujer,60
1553,22/10/2024,Cupido,Amor,Alta,Mediano,6,7.19,5.0,Cuba,Hombre,50
1554,16/01/2024,Oso corazón,Amor,Media,Mediano,4,22.78,5.0,Panamá,Mujer,18
1555,25/04/2024,Oso corazón,Amor,Media,Mediano,4,34.68,5.0,Bolivia,Mujer,60
1556,01/11/2024,Oso navideño,Navidad,Media,Mediano,4,13.79,5.0,Perú,Mujer,44
1557,02/11/2024,Oso panda,Llavero,Baja,Pequeño,2,25.99,3.5,Bolivia,Mujer,49
1558,18/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,10.29,5.0,Alemania,Mujer,50
1559,28/08/2024,Oso corazón,Amor,Media,Mediano,4,46.57,5.0,Costa Rica,Mujer,66
1560,16/03/2024,Oso corazón,Amor,Media,Mediano,4,6.19,5.0,Costa Rica,Hombre,44
1561,16/12/2024,Oso navideño,Navidad,Media,Mediano,4,26.5,5.0,España,Mujer,47
1562,01/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,47.31,5.0,El Salvador,Mujer,43
1563,11/11/2024,Oso panda,Llavero,Baja,Pequeño,2,33.49,3.5,Australia,Hombre,70
1564,07/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,45.39,5.0,Bolivia,Mujer,59
1565,07/10/2024,Oso corazón,Amor,Media,Mediano,4,31.43,5.0,El Salvador,Hombre,39
1566,27/02/2024,Oso corazón,Amor,Media,Mediano,4,41.34,5.0,Bolivia,Mujer,25
1567,01/11/2024,Oso navideño,Navidad,Media,Mediano,4,28.9,5.0,Japón,Mujer,53
1568,05/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,47.4,5.0,Panamá,Mujer,21
1569,21/11/2024,Oso navideño,Navidad,Media,Mediano,4,17.17,5.0,Rusia,Hombre,65
1570,28/02/2024,Oso corazón,Amor,Media,Mediano,4,14.51,5.0,El Salvador,Hombre,60
1571,09/05/2024,Oso corazón,Amor,Media,Mediano,4,47.99,5.0,Noruega,Mujer,39
1572,13/04/2024,Oso navideño,Navidad,Media,Mediano,4,21.23,5.0,Bolivia,Mujer,25
1573,27/03/2024,Oso corazón,Amor,Media,Mediano,4,32.75,5.0,Honduras,Hombre,45
1574,19/10/2024,Oso corazón,Amor,Media,Mediano,4,22.18,5.0,Panamá,Mujer,65
1575,13/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,9.17,5.0,Costa Rica,Hombre,65
1576,26/04/2024,Papa Noel,Navidad,Alta,Grande,7,18.98,7.5,Venezuela,Hombre,47
1577,01/05/2024,Oso navideño,Navidad,Media,Mediano,4,37.46,5.0,Rusia,Hombre,23
1578,24/06/2024,Oso panda,Llavero,Baja,Pequeño,2,25.37,3.5,India,Hombre,60
1579,03/01/2024,Cupido,Amor,Alta,Mediano,6,10.75,5.0,Perú,Mujer,60
1580,11/12/2024,Oso corazón,Amor,Media,Mediano,4,13.02,5.0,Chile,Mujer,38
1581,25/10/2024,Oso panda,Llavero,Baja,Pequeño,2,41.55,3.5,Venezuela,Hombre,51
1582,19/11/2024,Oso corazón,Amor,Media,Mediano,4,37.47,5.0,Bolivia,Mujer,64
1583,21/10/2024,Oso navideño,Navidad,Media,Mediano,4,43.16,5.0,Honduras,Mujer,56
1584,06/09/2024,Oso corazón,Amor,Media,Mediano,4,40.8,5.0,Honduras,Hombre,22
1585,24/12/2024,Oso panda,Llavero,Baja,Pequeño,2,49.15,3.5,Bolivia,Hombre,60
1586,22/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,14.35,5.0,Ecuador,Mujer,52
1587,05/02/2024,Oso corazón,Amor,Media,Mediano,4,44.33,5.0,España,Hombre,36
1588,24/04/2024,Oso corazón,Amor,Media,Mediano,4,44.94,5.0,Panamá,Mujer,37
1589,19/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,24.45,5.0,Argentina,Mujer,57
1590,22/06/2024,Oso corazón,Amor,Media,Mediano,4,33.18,5.0,Chile,Hombre,34
